Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8162J,Primary,299.7
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,14.99
2016-11-01,Devon Canada Corporation,,Cold Lake,8202B,Primary,41.19
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8207B,Primary,0.85
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8215D,Primary,200.22
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,14.04
2016-11-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,12.83
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,3.93
2016-11-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,0.0
2016-11-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,10.96
2016-11-01,Husky Oil Operations Limited,,Athabasca,8756E,Primary,487.49
2016-11-01,Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.77
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,8908M,Primary,567.43
2016-11-01,Murphy Oil Company Ltd.,,Peace River Area 2,8972F,Primary,2.57
2016-11-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,39.68
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,12.41
2016-11-01,Devon Canada Corporation,,Cold Lake,9158D,Primary,25.44
2016-11-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,13.06
2016-11-01,Baytex Energy Ltd.,,Cold Lake,9278M,Primary,49.24
2016-11-01,Devon Canada Corporation,,Cold Lake,9313A,Primary,2.1
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9340D,Primary,211.3
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9349D,Primary,16.73
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9387N,Primary,589.58
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9415CC,Primary,915.24
2016-11-01,Gear Energy Ltd.,,Cold Lake,9427F,Primary,15.03
2016-11-01,Canadian Natural Resources Limited,,Athabasca,9466R,Primary,178.45
2016-11-01,Canadian Natural Resources Limited,,Cold Lake,9473D,Primary,2.93
2016-11-01,Baytex Energy Ltd.,,Cold Lake,9579D,Primary,17.0
2016-11-01,Penn West Energy Trust,,Peace River Area 2,9607C,Primary,36.24
2016-11-01,Murphy Oil Company Ltd.,,Peace River Area 2,9727D,Primary,44.26
2016-11-01,Devon Canada Corporation,,Cold Lake,9821C,Primary,3.32
2016-11-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,157.03
2016-11-01,Husky Oil Operations Limited,,Cold Lake,9873E,Primary,71.07
2016-11-01,Canadian Natural Resources Limited,,Athabasca,9884F,Primary,14.66
2016-11-01,Baytex Energy Ltd.,,Cold Lake,9908H,Primary,2.44
2016-12-01,Penn West Petroleum Ltd.,Harmon Valley South Thermal Pilot,Peace River Area 2,11895C,Commercial-CSS,7.58
2016-12-01,Shell Canada Limited,Peace River,Peace River Area 2,8143BB,Commercial-CSS,822.03
2016-12-01,Imperial Oil Resources Limited,Cold Lake,Cold Lake,8558HH,Commercial-CSS,25297.12
2016-12-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140GG,Commercial-CSS,14315.07
2016-12-01,Devon Canada Corporation,Jackfish ,Athabasca,10097JJ,Commercial-SAGD,18797.26
2016-12-01,Osum Production Corp.,Orion,Cold Lake,10103O,Commercial-SAGD,1266.85
2016-12-01,Husky Oil Operations Limited,Sunrise,Athabasca,10419Q,Commercial-SAGD,5543.74
2016-12-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,1651.74
2016-12-01,MEG Energy Corp. (¹),Christina Lake ,Athabasca,10773MM,Commercial-SAGD,12549.41
2016-12-01,Statoil Canada Ltd.,Leismer,Athabasca,10935S,Commercial-SAGD,3655.84
2016-12-01,Canadian Natural Resources Limited,Kirby,Athabasca,11475P,Commercial-SAGD,6149.51
2016-12-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522E,Commercial-SAGD,82.82
2016-12-01,Brion Energy Corporation,Mackay River,Athabasca,11715D,Commercial-SAGD,0.0
2016-12-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,113.0
2016-12-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888E,Commercial-SAGD,1379.28
2016-12-01,Blackpearl Resources Inc.,Blackrod,Athabasca,12491,Commercial-SAGD,0.0
2016-12-01,Pengrowth Energy Corporation,Lindbergh ,Cold Lake,6410N,Commercial-SAGD,2414.91
2016-12-01,Cenovus FCCL Ltd. (¹),Christina Lake ,Athabasca,8591YY,Commercial-SAGD,29356.74
2016-12-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623NNN,Commercial-SAGD,26415.94
2016-12-01,Suncor Energy Inc.,Mackay River,Athabasca,8668QQ,Commercial-SAGD,5395.37
2016-12-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788L,Commercial-SAGD,0.0
2016-12-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870MMM,Commercial-SAGD,31982.05
2016-12-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426LL,Commercial-SAGD,17211.48
2016-12-01,Nexen Energy ULC,Long Lake,Athabasca,9485QQ,Commercial-SAGD,5782.95
2016-12-01,Husky Oil Operations Limited,Tucker Lake ,Cold Lake,9835T,Commercial-SAGD,3463.48
2016-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147G,Enhanced Recovery,432.52
2016-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423S,Enhanced Recovery,3488.61
2016-12-01,Cenovus FCCL Ltd.,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0
2016-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787P,Enhanced Recovery,1978.86
2016-12-01,Murphy Oil Company Ltd.,Seal Polymer,Peace River Area 2,11320B,Enhanced Recovery,80.1
2016-12-01,Cenovus Energy Inc.,Brintnell,Athabasca,9404W,Enhanced Recovery,3278.31
2016-12-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673P,Enhanced Recovery,1322.34
2016-12-01,Baytex Energy Ltd.,,Peace River Area 1,10070I,Primary,115.89
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10154F,Primary,32.14
2016-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10174D,Primary,117.77
2016-12-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,12.48
2016-12-01,Devon Canada Corporation,,Cold Lake,10310B,Primary,65.04
2016-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,10329G,Primary,260.69
2016-12-01,Baytex Energy Ltd.,,Peace River Area 2,10391J,Primary,1839.65
2016-12-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,101.3
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,3.87
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,3.46
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10518G,Primary,122.04
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,32.58
2016-12-01,Shell Canada Limited,,Peace River Area 2,10557I,Primary,1112.81
2016-12-01,Husky Oil Operations Limited,,Cold Lake,10597C,Primary,36.28
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10618G,Primary,121.36
2016-12-01,Husky Oil Operations Limited,,Cold Lake,10619K,Primary,203.96
2016-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10647F,Primary,5.98
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,5.13
2016-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,10745C,Primary,285.19
2016-12-01,Husky Oil Operations Limited,,Cold Lake,10812B,Primary,22.36
2016-12-01,Devon Canada Corporation,,Cold Lake,10828C,Primary,78.35
2016-12-01,Gear Energy Ltd.,,Cold Lake,10853C,Primary,9.14
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,2.55
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,342.24
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11041E,Primary,25.48
2016-12-01,Penn West Petroleum Ltd.,,Peace River Area 2,11060H,Primary,995.94
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11188B,Primary,171.27
2016-12-01,Twin Butte Energy Ltd.,,Cold Lake,11191A,Primary,4.17
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,1.42
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11227D,Primary,30.79
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11246C,Primary,24.25
2016-12-01,Twin Butte Energy Ltd.,,Cold Lake,11256F,Primary,146.1
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11287A,Primary,3.8
2016-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,11306B,Primary,53.32
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,1.24
2016-12-01,Blackpearl Resources Inc.,,Cold Lake,11364C,Primary,13.4
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11383A,Primary,18.98
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,0.51
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11428D,Primary,250.09
2016-12-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,3.4
2016-12-01,Baytex Energy Ltd.,,Peace River Area 1,11437A,Primary,5.55
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,16.85
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11477F,Primary,429.35
2016-12-01,Canadian Natural Resources Limited,,Athabasca,11480A,Primary,1663.85
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,0.78
2016-12-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,32.32
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11503A,Primary,60.12
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,3.58
2016-12-01,Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,2.81
2016-12-01,Shell Canada Limited,,Peace River Area 2,11556,Primary,172.13
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11566,Primary,0.49
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,52.09
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11624F,Primary,1.16
2016-12-01,Cenovus Energy Inc.,,Cold Lake,11629B,Primary,0.73
2016-12-01,Cenovus Energy Inc.,,Cold Lake,11630B,Primary,2.69
2016-12-01,Cenovus Energy Inc.,,Cold Lake,11634C,Primary,2.12
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11643C,Primary,7.7
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11644C,Primary,47.29
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11645B,Primary,13.4
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11646C,Primary,4.07
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11647D,Primary,57.56
2016-12-01,Canadian Natural Resources Limited,,Athabasca,11676,Primary,3.85
2016-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,11692B,Primary,48.28
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11720,Primary,0.0
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11722,Primary,0.0
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11724,Primary,3.01
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,47.97
2016-12-01,Husky Oil Operations Limited,,Cold Lake,11822,Primary,0.64
2016-12-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,92.0
2016-12-01,Rife Resources Ltd.,,Cold Lake,11917,Primary,83.79
2016-12-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,25.6
2016-12-01,Husky Oil Operations Limited,,Cold Lake,12142,Primary,3.62
2016-12-01,Deltastream Energy Corporation,,Athabasca,12218B,Primary,0.0
2016-12-01,Long Lake Energy Ltd.,,Peace River Area 2,12227B,Primary,1.16
2016-12-01,Devon Canada Corporation,,Cold Lake,12318A,Primary,12.6
2016-12-01,Twin Butte Energy Ltd.,,Cold Lake,12335,Primary,14.27
2016-12-01,Spur Resources Ltd.,,Athabasca,12471D,Primary,48.65
2016-12-01,Spur Resources Ltd.,,Athabasca,12541,Primary,1.61
2016-12-01,Prosper Petroleum Ltd.,,Peace River Area 2,12564,Primary,22.25
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,4746FF,Primary,1492.05
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,6280H,Primary,340.39
2016-12-01,Canadian Natural Resources Limited,,Athabasca,6619AA,Primary,74.95
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,6726S,Primary,379.81
2016-12-01,Twin Butte Energy Ltd.,,Cold Lake,7164O,Primary,16.64
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,15.99
2016-12-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,26.62
2016-12-01,Blackpearl Resources Inc. (¹),,Cold Lake,7920M,Primary,126.52
2016-12-01,Devon Canada Corporation,,Cold Lake,7936U,Primary,2562.17
2016-12-01,Husky Oil Operations Limited,,Cold Lake,7990P,Primary,144.14
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8002E,Primary,11.15
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8017D,Primary,3.68
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8018E,Primary,380.69
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8035B,Primary,6.38
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8042L,Primary,2086.29
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8043C,Primary,182.99
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8069G,Primary,249.97
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,66.03
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8162J,Primary,274.31
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,10.21
2016-12-01,Devon Canada Corporation,,Cold Lake,8202B,Primary,42.28
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8215D,Primary,173.53
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,8.82
2016-12-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,15.3
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,3.6
2016-12-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,0.99
2016-12-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,11.3
2016-12-01,Husky Oil Operations Limited,,Athabasca,8756E,Primary,439.63
2016-12-01,Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.88
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,8908M,Primary,555.91
2016-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,8972F,Primary,0.23
2016-12-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,41.85
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,13.61
2016-12-01,Devon Canada Corporation,,Cold Lake,9158D,Primary,28.03
2016-12-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,11.25
2016-12-01,Baytex Energy Ltd.,,Cold Lake,9278M,Primary,40.62
2016-12-01,Devon Canada Corporation,,Cold Lake,9313A,Primary,1.61
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9340D,Primary,209.66
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9349D,Primary,12.93
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9387N,Primary,528.21
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9415CC,Primary,863.85
2016-12-01,Gear Energy Ltd.,,Cold Lake,9427F,Primary,13.98
2016-12-01,Canadian Natural Resources Limited,,Athabasca,9466R,Primary,156.47
2016-12-01,Canadian Natural Resources Limited,,Cold Lake,9473D,Primary,1.39
2016-12-01,Baytex Energy Ltd.,,Cold Lake,9579D,Primary,21.07
2016-12-01,Penn West Energy Trust,,Peace River Area 2,9607C,Primary,24.69
2016-12-01,Murphy Oil Company Ltd.,,Peace River Area 2,9727D,Primary,37.5
2016-12-01,Devon Canada Corporation,,Cold Lake,9821C,Primary,2.73
2016-12-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,169.31
2016-12-01,Husky Oil Operations Limited,,Cold Lake,9873E,Primary,49.45
2016-12-01,Canadian Natural Resources Limited,,Athabasca,9884F,Primary,14.53
2016-12-01,Baytex Energy Ltd.,,Cold Lake,9908H,Primary,2.48
2017-01-01,Baytex Energy Ltd.,Cadotte HCSS,Peace River Area 2,11778D,Commercial-CSS,0.0
2017-01-01,SCCC Petroleum Corporation,,Peace River Area 2,12676,Commercial-CSS,0.0
2017-01-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143DD,Commercial-CSS,842.63
2017-01-01,Imperial Oil Resources (¹),Cold Lake,Cold Lake,8558KK,Commercial-CSS,25742.3
2017-01-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LL,Commercial-CSS,14426.45
2017-01-01,Devon Canada Corporation (¹),Jackfish,Athabasca,10097PP,Commercial-SAGD,19953.72
2017-01-01,Osum Production Corp.,Orion,Cold Lake,10103S,Commercial-SAGD,1217.98
2017-01-01,Husky Oil Operations Limited (¹),Sunrise,Athabasca,10419X,Commercial-SAGD,5532.96
2017-01-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,1896.63
2017-01-01,MEG Energy Corp. (¹),Christina Lake (MEG),Athabasca,10773RR,Commercial-SAGD,12058.12
2017-01-01,Athabasca Oil Corporation,Leismer,Athabasca,10935U,Commercial-SAGD,3398.13
2017-01-01,Canadian Natural Resources Limited,Kirby,Athabasca,11475V,Commercial-SAGD,6115.08
2017-01-01,Blackpearl Resources Inc.,Blackrod,Athabasca,11522F,Commercial-SAGD,88.3
2017-01-01,Petrochina Canada Ltd.,Mackay River(Brion),Athabasca,11715F,Commercial-SAGD,0.0
2017-01-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,228.82
2017-01-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888E,Commercial-SAGD,1208.43
2017-01-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,11910C,Commercial-SAGD,0.0
2017-01-01,Pengrowth Energy Corporation,Lindbergh,Cold Lake,6410P,Commercial-SAGD,2319.72
2017-01-01,Cenovus FCCL Ltd.,Christina Lake,Athabasca,8591DDD,Commercial-SAGD,30749.57
2017-01-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623RRR,Commercial-SAGD,26245.65
2017-01-01,Suncor Energy Inc.,Mackay River,Athabasca,8668UU,Commercial-SAGD,5611.15
2017-01-01,Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788M,Commercial-SAGD,0.0
2017-01-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870VVV,Commercial-SAGD,32080.25
2017-01-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426NN,Commercial-SAGD,17557.54
2017-01-01,Nexen Energy ULC (¹),Long Lake,Athabasca,9485YY,Commercial-SAGD,6502.16
2017-01-01,Husky Oil Operations Limited,Tucker Lake,Cold Lake,9835T,Commercial-SAGD,3503.46
2017-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10147G,Enhanced Recovery,469.9
2017-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10423W,Enhanced Recovery,3642.75
2017-01-01,Cenovus FCCL Ltd.,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0
2017-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,10787Q,Enhanced Recovery,1962.73
2017-01-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320F,Enhanced Recovery,116.46
2017-01-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,3.64
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,12641,Enhanced Recovery,0.44
2017-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9404X,Enhanced Recovery,3204.36
2017-01-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9673P,Enhanced Recovery,1359.17
2017-01-01,Canadian Natural Upgrading Limited,Downhole Electric Heater Project,Peace River Area 2,12582A,Experimental,0.0
2017-01-01,Baytex Energy Ltd.,,Peace River Area 1,10070J,Primary,113.99
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10154F,Primary,30.58
2017-01-01,Obsidian Energy Ltd.,,Peace River Area 2,10174E,Primary,131.55
2017-01-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,11.01
2017-01-01,Devon Canada Corporation,,Cold Lake,10310B,Primary,68.02
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,10329J,Primary,231.06
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,10391J,Primary,1869.52
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,115.99
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,2.85
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,4.86
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10518H,Primary,154.52
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,30.5
2017-01-01,Canadian Natural Upgrading Limited,,Peace River Area 2,10557J,Primary,1117.01
2017-01-01,Husky Oil Operations Limited,,Cold Lake,10597C,Primary,35.27
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,10618H,Primary,119.38
2017-01-01,Husky Oil Operations Limited,,Cold Lake,10619K,Primary,228.83
2017-01-01,Obsidian Energy Ltd.,,Peace River Area 2,10647G,Primary,5.11
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,4.77
2017-01-01,Obsidian Energy Ltd.,,Peace River Area 2,10745D,Primary,275.65
2017-01-01,Husky Oil Operations Limited,,Cold Lake,10812B,Primary,25.22
2017-01-01,Devon Canada Corporation,,Cold Lake,10828C,Primary,88.25
2017-01-01,Gear Energy Ltd.,,Cold Lake,10853C,Primary,10.08
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,3.32
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,352.75
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11041E,Primary,22.71
2017-01-01,Obsidian Energy Ltd.,,Peace River Area 2,11060K,Primary,963.94
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11188B,Primary,172.32
2017-01-01,West Lake Energy Corp.,,Cold Lake,11191B,Primary,3.4
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11192,Primary,0.0
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11227D,Primary,31.24
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11246C,Primary,24.79
2017-01-01,West Lake Energy Corp.,,Cold Lake,11256I,Primary,155.86
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11287A,Primary,2.81
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,11306C,Primary,36.55
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,2.41
2017-01-01,Blackpearl Resources Inc.,,Cold Lake,11364C,Primary,5.78
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11383A,Primary,21.9
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,0.54
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11428D,Primary,281.75
2017-01-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,5.39
2017-01-01,Baytex Energy Ltd.,,Peace River Area 1,11437A,Primary,2.75
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,17.73
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11477I,Primary,546.48
2017-01-01,Canadian Natural Resources Limited,,Athabasca,11480A,Primary,1505.44
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,2.41
2017-01-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,26.84
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11503A,Primary,52.13
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,3.3
2017-01-01,Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,2.89
2017-01-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11556A,Primary,159.29
2017-01-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11557A,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11566,Primary,0.0
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11567A,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,56.56
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11624G,Primary,0.35
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11629C,Primary,0.0
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11630C,Primary,0.0
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11634D,Primary,2.98
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11643D,Primary,7.67
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11644D,Primary,47.77
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11645C,Primary,16.68
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11646D,Primary,7.61
2017-01-01,Canadian Natural Resources Limited (¹),,Cold Lake,11647E,Primary,258.38
2017-01-01,Palliser Oil & Gas Corporation,,Cold Lake,11661A,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Athabasca,11676,Primary,8.22
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,11692D,Primary,38.71
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11724,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,43.43
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,11770C,Primary,0.0
2017-01-01,Husky Oil Operations Limited,,Cold Lake,11822,Primary,1.57
2017-01-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,86.78
2017-01-01,Rife Resources Ltd.,,Cold Lake,11917,Primary,74.8
2017-01-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,26.56
2017-01-01,Husky Oil Operations Limited,,Cold Lake,12142,Primary,4.15
2017-01-01,Deltastream Energy Corporation,,Athabasca,12218F,Primary,0.0
2017-01-01,Devon Canada Corporation,,Cold Lake,12318A,Primary,17.56
2017-01-01,West Lake Energy Corp.,,Cold Lake,12335A,Primary,14.93
2017-01-01,Spur Petroleum Ltd.,,Athabasca,12471H,Primary,78.33
2017-01-01,Baytex Energy Ltd. (¹),,Peace River Area 2,12483A,Primary,0.0
2017-01-01,Spur Petroleum Ltd.,,Athabasca,12541A,Primary,22.45
2017-01-01,Spur Petroleum Ltd.,,Athabasca,12545C,Primary,1.94
2017-01-01,Prosper Petroleum Ltd.,,Peace River Area 2,12564,Primary,27.12
2017-01-01,Cenovus Energy Inc.,,Athabasca,12572A,Primary,23.78
2017-01-01,Canadian Natural Resources Limited (¹²),,Athabasca,12580,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,4746GG,Primary,1553.82
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,5692D,Primary,0.0
2017-01-01,Canadian Natural Resources Limited,,Cold Lake,6280I,Primary,321.13
