Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,4746P,Commercial,637.59
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,6726I,Commercial,187.71
2010-03-01,Baytex Energy Ltd. (¹),Cliffdale Pilot,Peace River Area 2,11034E,Commercial-CSS,6.15
2010-03-01,North Peace Energy Corp.,Red Earth,Peace River Area 2,11209A,Commercial-CSS,3.11
2010-03-01,Penn West Petroleum Ltd.,Seal,Peace River Area 2,11377A,Commercial-CSS,0.0
2010-03-01,Baytex Energy Ltd. (¹²),Harmon Valley Pilot,Peace River Area 2,11551,Commercial-CSS,0.0
2010-03-01,Shell Canada Limited,Peace River,Peace River Area 2,8143L,Commercial-CSS,1318.55
2010-03-01,Imperial Oil Resources (¹),Cold Lake,Cold Lake,8558P,Commercial-CSS,23835.73
2010-03-01,Canadian Natural Resources Limited (¹),Primrose and Wolf Lake,"Athabasca, Cold Lake",9140K,Commercial-CSS,14175.16
2010-03-01,Devon NEC Corporation (¹),Jackfish 1,Athabasca,10097D,Commercial-SAGD,4378.23
2010-03-01,Shell Canada Limited,Orion,Cold Lake,10103E,Commercial-SAGD,451.76
2010-03-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587C,Commercial-SAGD,1156.09
2010-03-01,Meg Energy Corp.,Christina Lake,Athabasca,10773D,Commercial-SAGD,2666.2
2010-03-01,Statoil Canada Ltd. (¹),Leismer,Athabasca,10935E,Commercial-SAGD,0.0
2010-03-01,Connacher Oil And Gas Limited,Algar,Athabasca,11253C,Commercial-SAGD,0.0
2010-03-01,Cenovus Energy Inc.,Pelican Lake,Athabasca,11469,Commercial-SAGD,0.0
2010-03-01,Cenovus FCCL Ltd.,Christina Lake,Athabasca,8591O,Commercial-SAGD,2272.59
2010-03-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623Z,Commercial-SAGD,16329.6
2010-03-01,Suncor Energy Inc.,Mackay River,Athabasca,8668G,Commercial-SAGD,5192.48
2010-03-01,Japan Canada Oil Sands Limited (¹),Hangingstone,Athabasca,8788I,Commercial-SAGD,1062.03
2010-03-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870R,Commercial-SAGD,9186.13
2010-03-01,Total E&P Joslyn Ltd. (¹),Joslyn Creek,Athabasca,9272E,Commercial-SAGD,0.0
2010-03-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426F,Commercial-SAGD,3042.65
2010-03-01,ConocoPhillips Canada Limited,Surmont Pilot,Athabasca,9460C,Commercial-SAGD,114.08
2010-03-01,Nexen Inc.,Long Lake,Athabasca,9485I,Commercial-SAGD,3490.64
2010-03-01,Husky Oil Operations Limited,Tucker Lake,Cold Lake,9835H,Commercial-SAGD,589.3
2010-03-01,Canadian Natural Resources,,Athabasca,10147D,Enhanced Recovery,660.99
2010-03-01,Canadian Natural Resources Limited (¹),,Athabasca,10423E,Enhanced Recovery,1799.24
2010-03-01,Canadian Natural Resources Limited,,Athabasca,10787A,Enhanced Recovery,118.17
2010-03-01,Murphy Oil Company Ltd.,,Peace River Area 2,11320,Enhanced Recovery,64.67
2010-03-01,Cenovus Energy Inc.,Brintnell,Athabasca,9404K,Enhanced Recovery,3805.3
2010-03-01,Canadian Natural Resources Limited,,Athabasca,9673H,Enhanced Recovery,1519.6
2010-03-01,Meg Energy Corp.,GRIPE,Athabasca,10100B,Experimental,0.0
2010-03-01,Cenovus Energy Inc. (¹),,Athabasca,10440H,Experimental,0.0
2010-03-01,Prosper Petroleum Ltd.,,Peace River Area 1,10070G,Primary,290.21
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10154C,Primary,262.19
2010-03-01,Penn West Energy Trust,,Peace River Area 2,10174B,Primary,66.68
2010-03-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,39.91
2010-03-01,Murphy Oil Company Ltd.,,Peace River Area 2,10290,Primary,1.85
2010-03-01,Murphy Oil Company Ltd.,,Peace River Area 2,10329F,Primary,760.56
2010-03-01,Baytex Energy Ltd.,,Peace River Area 2,10391C,Primary,1042.41
2010-03-01,Husky Oil Operations Limited,,Peace River Area 2,10412B,Primary,319.26
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,13.24
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,73.14
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10471,Primary,1.9
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10518A,Primary,87.92
2010-03-01,Shell Canada Energy,,Peace River Area 2,10532D,Primary,170.34
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,16.03
2010-03-01,Shell Canada Limited,,Peace River Area 2,10557C,Primary,1367.32
2010-03-01,Husky Oil Operations Ltd.,,Cold Lake,10597,Primary,63.9
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10618D,Primary,185.05
2010-03-01,Husky Oil Operations Limited,,Cold Lake,10619C,Primary,159.13
2010-03-01,Action Energy Inc.,,Cold Lake,10631A,Primary,3.1
2010-03-01,Penn West Energy Trust,,Peace River Area 2,10647D,Primary,10.57
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,7.87
2010-03-01,Penn West Energy Trust,,Peace River Area 2,10745B,Primary,1.84
2010-03-01,Shell Canada Limited,,Peace River Area 1,10746C,Primary,1.75
2010-03-01,Husky Oil Operations Limited,,Cold Lake,10812A,Primary,94.42
2010-03-01,Devon Canada Corporation,,Cold Lake,10828,Primary,247.6
2010-03-01,Bonavista Petroleum Ltd.,,Cold Lake,10853,Primary,9.2
2010-03-01,Husky Oil Operations Limited,,Cold Lake,10863,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,72.83
2010-03-01,Murphy Oil Canada,,Peace River Area 2,10915A,Primary,23.03
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,510.97
2010-03-01,Watch Resources Ltd.,,Cold Lake,11018,Primary,0.0
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11041,Primary,76.75
2010-03-01,Penn West Energy Trust,,Peace River Area 2,11060C,Primary,53.69
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11188A,Primary,26.94
2010-03-01,Manitok Exploration Inc.,,Cold Lake,11191,Primary,12.99
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11192,Primary,15.92
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,4.03
2010-03-01,Koch Exploration Canada G/P Ltd.,,Peace River Area 2,11220,Primary,11.13
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11227B,Primary,16.68
2010-03-01,Husky Oil Operations Limited (et Al),,Cold Lake,11246,Primary,0.0
2010-03-01,Twin Butte Energy Ltd.,,Cold Lake,11256A,Primary,364.78
2010-03-01,Baytex Energy Ltd.,,Peace River Area 2,11257B,Primary,231.64
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11275,Primary,17.63
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11287,Primary,20.1
2010-03-01,Murphy Oil Company Ltd.,,Peace River Area 2,11306,Primary,6.17
2010-03-01,Baytex Energy Ltd.,,Peace River Area 2,11327,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11349,Primary,0.51
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,4.25
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11352,Primary,80.57
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11362,Primary,17.59
2010-03-01,Bonavista Petroleum Ltd.,,Cold Lake,11364,Primary,16.08
2010-03-01,Sunshine Oilsands Ltd.,,Athabasca,11382A,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11383,Primary,6.31
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11428A,Primary,0.0
2010-03-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,0.0
2010-03-01,Baytex Energy Ltd.,,Peace River Area 1,11437,Primary,0.0
2010-03-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11477,Primary,0.0
2010-03-01,Canadian Natural Resources Limited (¹²),,Athabasca,11480,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,0.0
2010-03-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11503,Primary,0.0
2010-03-01,Bellatrix Exploration Ltd. (¹²),,Cold Lake,11545,Primary,0.0
2010-03-01,Shell Canada Limited,,Peace River Area 2,11556,Primary,0.0
2010-03-01,Cenovus Energy Inc.,,Cold Lake,11567,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,11574,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,5692D,Primary,0.77
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,6280F,Primary,506.83
2010-03-01,Canadian Natural Resources Limited,,Athabasca,6619Y,Primary,443.81
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,6764D,Primary,3.21
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,7118G,Primary,173.2
2010-03-01,Bonavista Petroleum Ltd.,,Cold Lake,7164J,Primary,86.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,74.09
2010-03-01,Bonavista Petroleum Ltd.,,Cold Lake,7515C,Primary,113.76
2010-03-01,Blackpearl Resources Inc. (¹),,Cold Lake,7920F,Primary,1.43
2010-03-01,Devon Canada Corporation,,Cold Lake,7936J,Primary,5191.17
2010-03-01,Husky Oil Operations Limited,,Cold Lake,7990H,Primary,153.34
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8002E,Primary,11.05
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8017D,Primary,29.67
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8018C,Primary,245.23
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8035A,Primary,15.43
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8042H,Primary,807.55
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8043B,Primary,155.71
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8069F,Primary,324.51
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8087A,Primary,6.73
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8161E,Primary,77.31
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8162F,Primary,450.64
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8179C,Primary,27.84
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8180B,Primary,5.54
2010-03-01,Devon Canada Corporation,,Cold Lake,8202A,Primary,135.04
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8215C,Primary,42.31
2010-03-01,Devon Canada Corporation,,Athabasca,8304A,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8319,Primary,92.93
2010-03-01,Baytex Energy Ltd.,,Cold Lake,8341B,Primary,61.84
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8434A,Primary,0.0
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8536A,Primary,20.75
2010-03-01,Crispin Energy Inc.,,Cold Lake,8567A,Primary,0.42
2010-03-01,Devon Canada Corporation,,Cold Lake,8611A,Primary,79.77
2010-03-01,Husky Oil Operations Limited,,Cold Lake,8655B,Primary,19.86
2010-03-01,Husky Oil Operations Limited (¹),,Athabasca,8756D,Primary,172.95
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,8908H,Primary,645.44
2010-03-01,Buffalo Resources Corp.,,Cold Lake,8932C,Primary,16.74
2010-03-01,Shell Canada Limited,,Peace River Area 2,8972E,Primary,311.56
2010-03-01,Canadian Natural Resources Limited,,Athabasca,8993D,Primary,38.94
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,51.98
2010-03-01,Devon Canada Corporation,,Cold Lake,9148,Primary,21.31
2010-03-01,ExxonMobil Canada Ltd.,,Cold Lake,9158B,Primary,57.87
2010-03-01,Harvest Operations Corp.,,Cold Lake,9266B,Primary,54.1
2010-03-01,Baytex Energy Ltd.,,Cold Lake,9278G,Primary,144.81
2010-03-01,Crispin Energy Inc.,,Cold Lake,9313,Primary,9.17
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9340,Primary,149.68
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9349C,Primary,338.67
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9387J,Primary,468.29
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9415M,Primary,1435.22
2010-03-01,Bonavista Petroleum Ltd.,,Cold Lake,9427A,Primary,62.8
2010-03-01,Canadian Natural Resources Limited,,Athabasca,9466J,Primary,874.98
2010-03-01,Canadian Natural Resources Limited,,Cold Lake,9473B,Primary,97.97
2010-03-01,Husky Oil Operations Limited,,Cold Lake,9504A,Primary,3.89
2010-03-01,Baytex Energy Ltd.,,Cold Lake,9579A,Primary,34.41
2010-03-01,Penn West Energy Trust,,Peace River Area 2,9607C,Primary,139.3
2010-03-01,ExxonMobil Canada Ltd.,,Cold Lake,9631,Primary,68.97
2010-03-01,Shell Canada Limited,,Peace River Area 2,9727C,Primary,426.65
2010-03-01,Bronco Energy Ltd.,,Athabasca,9774E,Primary,27.94
2010-03-01,Devon Canada Corporation,,Cold Lake,9821,Primary,3.42
2010-03-01,Frog Lake Energy Resources Corp.,,Cold Lake,9827B,Primary,5.11
2010-03-01,Husky Oil Operations Limited,,Cold Lake,9873,Primary,12.66
2010-03-01,Canadian Natural Resources Limited,,Athabasca,9884D,Primary,69.79
2010-03-01,Koch Exploration Canada G/P Ltd. (¹),,Cold Lake,9908D,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,4746P,Commercial,678.74
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,6726I,Commercial,177.54
2010-04-01,Baytex Energy Ltd. (¹),Cliffdale Pilot,Peace River Area 2,11034E,Commercial-CSS,2.25
2010-04-01,North Peace Energy Corp.,Red Earth,Peace River Area 2,11209A,Commercial-CSS,2.21
2010-04-01,Penn West Petroleum Ltd.,Seal,Peace River Area 2,11377A,Commercial-CSS,0.0
2010-04-01,Baytex Energy Ltd. (¹²),Harmon Valley Pilot,Peace River Area 2,11551,Commercial-CSS,0.0
2010-04-01,Shell Canada Limited,Peace River,Peace River Area 2,8143L,Commercial-CSS,1191.78
2010-04-01,Imperial Oil Resources (¹),Cold Lake,Cold Lake,8558P,Commercial-CSS,23031.68
2010-04-01,Canadian Natural Resources Limited (¹),Primrose and Wolf Lake,"Athabasca, Cold Lake",9140K,Commercial-CSS,11523.64
2010-04-01,Devon NEC Corporation (¹),Jackfish 1,Athabasca,10097D,Commercial-SAGD,4389.09
2010-04-01,Shell Canada Limited,Orion,Cold Lake,10103E,Commercial-SAGD,493.92
2010-04-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587C,Commercial-SAGD,1079.4
2010-04-01,Meg Energy Corp.,Christina Lake,Athabasca,10773D,Commercial-SAGD,3596.39
2010-04-01,Statoil Canada Ltd. (¹),Leismer,Athabasca,10935E,Commercial-SAGD,0.0
2010-04-01,Connacher Oil And Gas Limited,Algar,Athabasca,11253C,Commercial-SAGD,0.0
2010-04-01,Cenovus Energy Inc.,Pelican Lake,Athabasca,11469,Commercial-SAGD,0.0
2010-04-01,Cenovus FCCL Ltd.,Christina Lake,Athabasca,8591O,Commercial-SAGD,2224.93
2010-04-01,Cenovus FCCL Ltd.,Foster Creek,Athabasca,8623Z,Commercial-SAGD,16494.71
2010-04-01,Suncor Energy Inc.,Mackay River,Athabasca,8668G,Commercial-SAGD,5191.21
2010-04-01,Japan Canada Oil Sands Limited (¹),Hangingstone,Athabasca,8788I,Commercial-SAGD,783.28
2010-04-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870R,Commercial-SAGD,8768.9
2010-04-01,Total E&P Joslyn Ltd. (¹),Joslyn Creek,Athabasca,9272E,Commercial-SAGD,0.0
2010-04-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426F,Commercial-SAGD,3130.72
2010-04-01,ConocoPhillips Canada Limited,Surmont Pilot,Athabasca,9460C,Commercial-SAGD,113.96
2010-04-01,Nexen Inc.,Long Lake,Athabasca,9485I,Commercial-SAGD,3906.26
2010-04-01,Husky Oil Operations Limited,Tucker Lake,Cold Lake,9835H,Commercial-SAGD,561.54
2010-04-01,Canadian Natural Resources,,Athabasca,10147D,Enhanced Recovery,581.99
2010-04-01,Canadian Natural Resources Limited (¹),,Athabasca,10423E,Enhanced Recovery,1818.69
2010-04-01,Canadian Natural Resources Limited,,Athabasca,10787A,Enhanced Recovery,108.58
2010-04-01,Murphy Oil Company Ltd.,,Peace River Area 2,11320,Enhanced Recovery,50.7
2010-04-01,Cenovus Energy Inc.,Brintnell,Athabasca,9404K,Enhanced Recovery,3716.25
2010-04-01,Canadian Natural Resources Limited,,Athabasca,9673H,Enhanced Recovery,1640.5
2010-04-01,Meg Energy Corp.,GRIPE,Athabasca,10100B,Experimental,0.0
2010-04-01,Cenovus Energy Inc. (¹),,Athabasca,10440H,Experimental,0.0
2010-04-01,Prosper Petroleum Ltd.,,Peace River Area 1,10070G,Primary,259.07
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10154C,Primary,272.26
2010-04-01,Penn West Energy Trust,,Peace River Area 2,10174B,Primary,66.21
2010-04-01,Husky Oil Operations Limited,,Cold Lake,10259,Primary,34.98
2010-04-01,Murphy Oil Company Ltd.,,Peace River Area 2,10290,Primary,0.0
2010-04-01,Murphy Oil Company Ltd.,,Peace River Area 2,10329F,Primary,768.85
2010-04-01,Baytex Energy Ltd.,,Peace River Area 2,10391C,Primary,839.28
2010-04-01,Husky Oil Operations Limited,,Peace River Area 2,10412B,Primary,538.01
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10454A,Primary,10.87
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10459,Primary,61.8
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10471,Primary,2.02
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10518A,Primary,77.43
2010-04-01,Shell Canada Energy,,Peace River Area 2,10532D,Primary,161.19
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10547,Primary,14.16
2010-04-01,Shell Canada Limited,,Peace River Area 2,10557C,Primary,1288.45
2010-04-01,Husky Oil Operations Ltd.,,Cold Lake,10597,Primary,74.12
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10618D,Primary,205.14
2010-04-01,Husky Oil Operations Limited,,Cold Lake,10619C,Primary,149.25
2010-04-01,Action Energy Inc.,,Cold Lake,10631A,Primary,2.4
2010-04-01,Penn West Energy Trust,,Peace River Area 2,10647D,Primary,8.28
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,9.66
2010-04-01,Penn West Energy Trust,,Peace River Area 2,10745B,Primary,0.0
2010-04-01,Shell Canada Limited,,Peace River Area 1,10746C,Primary,1.58
2010-04-01,Husky Oil Operations Limited,,Cold Lake,10812A,Primary,91.55
2010-04-01,Devon Canada Corporation,,Cold Lake,10828,Primary,233.93
2010-04-01,Bonavista Petroleum Ltd.,,Cold Lake,10853,Primary,11.51
2010-04-01,Husky Oil Operations Limited,,Cold Lake,10863,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,81.47
2010-04-01,Murphy Oil Canada,,Peace River Area 2,10915A,Primary,23.17
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,534.85
2010-04-01,Watch Resources Ltd.,,Cold Lake,11018,Primary,0.0
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11041,Primary,71.68
2010-04-01,Penn West Energy Trust,,Peace River Area 2,11060C,Primary,50.57
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11188A,Primary,21.26
2010-04-01,Manitok Exploration Inc.,,Cold Lake,11191,Primary,10.77
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11192,Primary,23.06
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11205,Primary,0.0
2010-04-01,Koch Exploration Canada G/P Ltd.,,Peace River Area 2,11220,Primary,2.39
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11227B,Primary,12.93
2010-04-01,Husky Oil Operations Limited (et Al),,Cold Lake,11246,Primary,0.0
2010-04-01,Twin Butte Energy Ltd.,,Cold Lake,11256A,Primary,414.61
2010-04-01,Baytex Energy Ltd.,,Peace River Area 2,11257B,Primary,200.09
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11275,Primary,13.11
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11287,Primary,1.86
2010-04-01,Murphy Oil Company Ltd.,,Peace River Area 2,11306,Primary,10.27
2010-04-01,Baytex Energy Ltd.,,Peace River Area 2,11327,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11349,Primary,0.0
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11350,Primary,0.72
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11352,Primary,81.64
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11362,Primary,7.95
2010-04-01,Bonavista Petroleum Ltd.,,Cold Lake,11364,Primary,9.59
2010-04-01,Sunshine Oilsands Ltd.,,Athabasca,11382A,Primary,1.52
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11383,Primary,5.38
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11416,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11428A,Primary,0.0
2010-04-01,Solara Exploration Ltd.,,Cold Lake,11429A,Primary,0.0
2010-04-01,Baytex Energy Ltd.,,Peace River Area 1,11437,Primary,0.0
2010-04-01,Husky Oil Operations Limited,,Cold Lake,11450,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11477,Primary,0.0
2010-04-01,Canadian Natural Resources Limited (¹²),,Athabasca,11480,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11481,Primary,0.0
2010-04-01,Husky Oil Operations Limited,,Athabasca,11501,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11503,Primary,0.0
2010-04-01,Bellatrix Exploration Ltd. (¹²),,Cold Lake,11545,Primary,0.0
2010-04-01,Shell Canada Limited,,Peace River Area 2,11556,Primary,0.0
2010-04-01,Cenovus Energy Inc.,,Cold Lake,11567,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,11574,Primary,0.0
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,5692D,Primary,0.63
2010-04-01,Canadian Natural Resources Limited,,Cold Lake,6280F,Primary,454.67
